Technology,SiteCode,BSC_OR_RNCName,SiteName,Vendor,CityName,OMC,SiteType,Priority,Type,Region,OSV,ProposedRegion,Zone,MBU,Latitude,Longitude,_2G_OR_3G,Prime_OR_NotPrime,PMCLSiteIndoor_OR_Outdoor,GensetStatus,OMOColocation,CollocatedStatus,SitePowerProfileType,VLAN,Fixed/Non Fixed,Switch/Non Switch,P2P Links,PMP Links,MF Links,Total Links
4G,MPU4744,,MPU4744_Village Gulab khan chand,ZTE,JACOBABAD,ZTE,Diamond,Diamond,Macro,South,HNL,R2,29.0,S3-JCB-07,28.20866,68.68874,2G/LTE,DC Shared,Outdoor,Genset Installed,E.Co,,,4016,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DDY5659,,LTE_DDY5659_H_Village batli Lass Dadyal,Huawei,DADYAL,Huawei,Bronze,Bronze,Macro,North,HNL,R1,12.0,N3-MRP-01,33.28369,73.65058,2G/LTE,CP Prime,Outdoor,Genset not Installed,ATL,,,2082,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPM5899,,MPM5899_Near Hydershah Graveyard,ZTE,MIRPUR MATHELO,ZTE,Gold,Gold,Macro,South,HNL,R2,29.0,S3-GTK-05,28.027362,69.553648,2G/LTE,DC Shared,Outdoor,Genset Installed,ATL,,,3481,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPM6493,,MPM6493_Village Allah Warayo Kalhoro,ZTE,MIRPUR MATHELO,ZTE,Gold,Gold,Macro,South,HNL,R2,29.0,S3-GTK-05,28.01677,69.55923,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,3481,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW0499,,LTE_HGW0499_S_Mirpur_Khas_to_Sanghar_Rd_1_warid_MR976449,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5052,69.1194,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW5908,,LTE_HGW5908__S_Khanqa_chistia MPK,Huawei,MIRPUR KHAS,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-MPK-03,25.5198,68.9771,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW6115,,LTE_HGW6115__H_MIR-MPK Hiway,Huawei,MIRPUR KHAS,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-MPK-03,25.4321,69.0193,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW6394,,LTE_HGW6394__H_OLD_Mirpur_Khas,Huawei,MIRPUR KHAS,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.5709,69.068,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2628,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW6838,,LTE_HGW6838__H_Goth Kombri Mirwah,Huawei,MIRWAH GORCHANI,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-MPK-03,25.3566,69.0247,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,188,Fixed Site,Non Switch,1,-   ,-   ,1
4G,HGW6941,,LTE_HGW6941_S_PITHORO TELENOR SHARING,Huawei,MIRPUR KHAS,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.6159,69.0824,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,2628,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW7110,,HGW7110__H_GothKhan,ZTE,JHANDO MARI,ZTE,Diamond,Diamond,Macro,South,MES,R2,33.0,S2-MPK-03,25.6176,68.9593,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,1524,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW9361,,LTE_HGW9361__P_Bhains Bara_Mirwah,Huawei,MIRWAH GORCHANI,Huawei,Elite,Elite,Macro,South,MES,R2,34.0,S2-MPK-03,25.3089,69.0511,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK0405,,LTE_MPK0405_S_MirpurKhas_to_Badin_Rd_1_warid_MR3L3687,Huawei,MIRPUR KHAS,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.4832,69.0109,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/CM-PAK Guest,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK5040,,LTE_MPK5040__S_Sir_Syed_Mirpur_Khas,Huawei,MIRPUR KHAS,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.5312,69.0182,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK5109,,LTE_MPK5109__H_Mir_pur_Khas_Rly_Stat,Huawei,MIRPUR KHAS,Huawei,Hub,Hub,Macro,South,MES,R2,34.0,S2-MPK-03,25.5236,69.0139,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,188,Fixed Site,Switch,13,21,-   ,34
4G,MPK5426,,LTE_MPK5426__S_Herabad,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5323,69.0135,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0580,,LTE_RWP0580__S_DHAphase2 SectorJ,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5328,73.1788,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,108,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0548,,LTE_RWP0548__S_Askari 14,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5392,73.0671,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR+UFONE Guest,,,1902,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0560,,LTE_RWP0560__P_Ghouri_Town,Huawei,RAWALPINDI,Huawei,Hub,Hub,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.6206,73.1405,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE+TELENOR Guest,,,150,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RWP3452,,LTE_RWP3452__S_SwanCamp,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5383,73.1214,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,108,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0429,,LTE_RWP0429__P_DHA_Phase2_Sector_A,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.53,73.1354,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1938,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RWP0722,,LTE_RWP0722__S_Kothakalan,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5497,73.0896,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP3594,,LTE_RWP3594__S_Bahria_Phs7_ CntryClb,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5134,73.1186,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,108,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP3421,,LTE_RWP3421__S_DHAPhase1SectorE,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5267,73.1054,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,108,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP3329,,LTE_RWP3329__S_BhariaTown8,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5017,73.0664,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,1902,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RWP3354,,LTE_RWP3354__P_BahriaTn_Ext _II_Plz,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5514,73.1391,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2679,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0545,,LTE_RWP0545__P_BahriaHght_phs_4,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5503,73.1149,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR Guest,,,108,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3428,,LTE_RUR3428__S_NothiaSharif,Huawei,KAHUTA,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,12.0,N1-RWP-01,33.4959,73.3201,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2667,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0735,,LTE_RWP0735__S_Bahria Town Phase 5,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5551,73.1348,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP7430,,RWP7430__S_AttockRL,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,11.0,N1-RWP-01,33.5555,73.0744,2G/LTE,CP Prime,Indoor,Genset not Installed,JAZZ,,,872,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY0948,,LTE_HWY0948__S_DhokHameed,Huawei,ISLAMABAD,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,1.0,N1-ISB-05,33.6112,72.8595,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,848,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0869,,LTE_RWP0869__S_BAHIRTOWN,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.527,73.0918,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,108,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0873,,LTE_RWP0873__S_CORNICHEROADSTREET12,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5728,73.1164,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,100,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP3289,,LTE_RWP3289__H_SoanGarden,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5589,73.1592,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,2679,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP3242,,LTE_RWP3242__S_HanaMira,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5916,73.1758,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,2679,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RUR0768,,LTE_RUR0768__S_Kari_Lower_Topa_warid_MDLT3386,Huawei,MURREE,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,15.0,N1-ISB-04,33.9039,73.4542,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1972,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0790,,LTE_RUR0790__S_Surasi_Bazar_warid_MDME4321,Huawei,MURREE,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,15.0,N1-ISB-04,33.8748,73.458,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1972,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR1426,,LTE_RUR1426__S_Patriata_warid_MDTR3099,Huawei,MURREE,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,15.0,N1-ISB-04,33.8706,73.468,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,1972,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP7578,,LTE_RWP7578_T_Shaigan Pharma_New,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,13.0,N1-RWP-03,33.4815,73.0382,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,1902,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY3643,,LTE_HWY3643__S_Manga_22_Meel warid_MR255314,Huawei,MURREE,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,14.0,N1-ISB-04,33.8088,73.2795,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,106,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0662,,LTE_RWP0662__S_Dhok_Gujran warid_MDIB2948,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-ISB-05,33.5978,72.9799,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,148,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0734,,LTE_RWP0734__S_Awami_Hardware_Said_pur_Rd_IB3029,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,14.0,N1-RWP-02,33.6471,73.0644,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2655,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1194,,LTE_RWP1194__S_Pindi_Hazara_Hotel_Murree_Rd_IB3056,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,14.0,N1-RWP-02,33.6595,73.0842,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/UFONE Guest,,,828,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0897,,LTE_RWP0897__S_GANJ_MANDI_MORE warid_MDIB3046,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.6169,73.0356,2G/LTE,Standby,Indoor,Genset Installed,Jazz Host/CM-PAK Guest,,,882,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1301,,LTE_RWP1301__S_District_Hospital_Fawara_Chowk warid_MDIB3104,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.6113,73.049,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/UFONE Guest,,,2070,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1343,,LTE_RWP1343__S_Cricket Stadium warid_MDIB3130,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6511,73.0729,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2655,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1512,,LTE_RWP1512__S_Haider_Street_Zeeshan_Colony warid_MDIB3216,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5921,73.0228,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,882,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0746,,LTE_RWP0746__S_Chowk_glass_factory_chaklala_Rd warid_MDIB3032,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6207,73.078,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,898,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0874,,LTE_RWP0874__S_Tench_Rd warid_MDIB3043,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,1.0,N1-RWP-03,33.582,73.0441,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,882,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1212,,LTE_RWP1212__S_CHARAH_ROAD_SADDIQABAD_CHOWK warid_MDIB3059,Huawei,RAWALPINDI,Huawei,Hub,Hub,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.632,73.0865,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,898,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1321,,LTE_RWP1321__S_New Afshan Colony warid_MDIB3123,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5988,73.0149,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,882,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1619,,LTE_RWP1619__S_National Market warid_MDIB3226,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6319,73.0717,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,870,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0877,,LTE_RWP0877__S_Ghafar_Kiani_Rd warid_MDIB3044,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5882,73.0313,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2649,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0893,,LTE_RWP0893__S_Dhoke_Syedan_Rd warid_MDIB3045,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5753,73.0322,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2649,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RWP7251,,LTE_RWP7251__S_Village Ranial warid_MDIB3935,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.538,72.9789,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,148,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0666,,LTE_RWP0666__S_Ahsan_plaza_new_katarian warid_MDIB2954,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6443,73.0578,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2655,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0738,,LTE_RWP0738__S_Satellite_Town warid_MDIB3030,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.641,73.0789,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,870,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1357,,LTE_RWP1357__S_Sadiqabad Rd warid_MDIB3162,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6331,73.08,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/UFONE Guest,,,898,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK5698,,LTE_MPK5698__P_Satellite Town_2,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5108,69.0158,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK5705,,LTE_MPK5705__S_Chandni Chowk,Huawei,MIRPUR KHAS,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-MPK-03,25.5177,69.0115,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK5906,,LTE_MPK5906__S_Gulshan-e-Haider_MPK,Huawei,MIRPUR KHAS,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.5364,69.0093,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK6122,,LTE_MPK6122__S_Pir Buksh Colony Mirpurkhas 4,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5201,69.0206,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/UFONE Guest,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK6545,,LTE_MPK6545__S_Satellite_Town,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5144,69.0155,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK6786,,LTE_MPK6786__S_Nai Para Heerabad,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5298,69.0101,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR Guest,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK6792,,LTE_MPK6792__S_Madarsa-e-Noor Islam,Huawei,MIRPUR KHAS,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-MPK-03,25.5271,69.0217,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK6793,,LTE_MPK6793__S_Mandi MPK,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5363,69.0209,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,188,Fixed Site,Non Switch,1,-   ,-   ,1
4G,MPK9054,,LTE_MPK9054_S_Mirpur1_warid_MDMP5695,Huawei,MIRPUR KHAS,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.5358,69.0172,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK3753,,MPK3753__S_Gulshan Colony_Enfra,Huawei,MIRPUR KHAS,Huawei,Diamond,Diamond,Macro,South,MES,R2,33.0,S2-MPK-03,25.512467,69.004185,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MRB3829,,MRB3829__S_Baloch Farm,ZTE,JHANDO MARI,ZTE,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.57719,68.91345,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,1524,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK3845,,LTE_MPK3845__S_Gulshan e Nawab Mirpur Khas,Huawei,MIRPUR KHAS,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-MPK-03,25.53634,69.03152,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2628,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK4348,,LTE_MPK4348__S_Kaak Bungalow,Huawei,MIRPUR KHAS,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.497926,68.979587,2G/LTE,DC Shared,Outdoor,Genset Installed,E.Co,,,188,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MRI4938,,MRI4938__P_Matiari_ALT_MRI0377,ZTE,MATIARI,ZTE,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-TDM-04,25.59846,68.44413,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,82,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK5786,,LTE_MPK5786,Huawei,MIRPUR KHAS,Huawei,Diamond,Diamond,Macro,South,MES,R2,33.0,S2-MPK-03,25.50762,69.02158,2G/LTE,DC Shared,Outdoor,Genset Installed,ATL,,,2628,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPK5754,,LTE_MPK5754_S_Industrial Zong MPK,Huawei,MIRPUR KHAS,Huawei,Platinum,Platinum,Macro,South,MES,R2,33.0,S2-MPK-03,25.4977,69.007838,2G/LTE,DC Shared,Outdoor,Genset Installed,E.Co,,,2628,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MRP2175,,LTE_MRP2175__S_SectorA1,Huawei,MIRPUR,Huawei,Gold,Gold,Macro,North,HNL,R1,12.0,N3-MRP-01,33.1523,73.7471,2G/LTE,CP Prime,Indoor,Genset not Installed,Jazz Host/UFONE+TELENOR Guest,,,1950,Fixed Site,Non Switch,1,-   ,-   ,1
4G,MRP2174,,LTE_MRP2174__H_SectorB4,Huawei,MIRPUR,Huawei,Hub,Hub,Macro,North,HNL,R1,12.0,N3-MRP-01,33.1471,73.7277,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,1950,Fixed Site,Non Switch,1,10,-   ,11
4G,RUR1056,,LTE_RUR1056__S_BandMorka,Huawei,MIRPUR,Huawei,Bronze,Bronze,Macro,North,HNL,R1,12.0,N3-MRP-01,33.1273,73.7468,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1910,Fixed Site,Non Switch,1,-   ,-   ,1
4G,MRP1446,,MRP1446__S_Thothal,Huawei,MIRPUR,Huawei,Bronze,Bronze,Macro,North,HNL,R1,12.0,N3-MRP-01,33.1514,73.7634,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,2036,Fixed Site,Non Switch,1,1,-   ,2
4G,MRP2176,,LTE_MRP2176__S_Mirpur3,Huawei,MIRPUR,Huawei,Gold,Gold,Macro,North,HNL,R1,12.0,N3-MRP-01,33.1529,73.7329,2G/LTE,CP Prime,Indoor,Genset not Installed,Jazz Host/TELENOR Guest,,,1950,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1836,,LTE_RWP1836__S_Satellite_Town_Sadipur_road warid_MDIB3240,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6403,73.0632,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,2655,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1838,,LTE_RWP1838__S_Dhok_Najju warid_MDIB3241,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.642,73.0499,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2654,Non Fixed,Non Switch,-   ,-   ,-   ,-   
